Species_ID,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,USDA_PLANTS_Symbol,ITIS_Number,Phenophase_ID,Phenophase_Category,Phenophase_Description,Year,Start_Date,Start_Date_DOY,End_Date,End_Date_DOY,Status_Records_Sample_Size,Individuals_Sample_Size,Sites_Sample_Size,Num_Yes_Records,NumIndividuals_with_Yes_Record,NumSites_with_Yes_Record,Proportion_Yes_Records,Proportion_Individuals_with_Yes_Record,Proportion_Sites_with_Yes_Record,In-Phase_Search_Method,In-Phase_Sites_Sample_Size,In-Phase_Site_Visits_Sample_Size,Total_NumAnimals_In-Phase,Mean_NumAnimals_In-Phase,SE_NumAnimals_In-Phase,SD_NumAnimals_In-Phase,In-Phase_per_Hr_Search_Method,In-Phase_per_Hr_Sites_Sample_Size,In-Phase_per_Hr_Site_Visits_Sample_Size,Mean_NumAnimals_In-Phase_per_Hr,SE_NumAnimals_In-Phase_per_Hr,SD_NumAnimals_In-Phase_per_Hr,In-Phase_per_Hr_per_Acre_Sites_Sample_Size,In-Phase_per_Hr_per_Acre_Site_Visits_Sample_Size,Mean_NumAnimals_In-Phase_per_Hr_per_Acre,SE_NumAnimals_In-Phase_per_Hr_per_Acre,SD_NumAnimals_In-Phase_per_Hr_per_Acre
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-03-12,71,2018-03-18,77,99,33,2,7,7,-9999,0.07,0.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-03-19,78,2018-03-25,84,99,33,2,1,1,-9999,0.01,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-03-26,85,2018-04-01,91,99,33,2,16,14,-9999,0.16,0.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-04-02,92,2018-04-08,98,99,33,2,18,13,-9999,0.18,0.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-04-09,99,2018-04-15,105,99,33,2,13,13,-9999,0.13,0.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-04-16,106,2018-04-22,112,33,33,2,2,2,-9999,0.06,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-04-23,113,2018-04-29,119,33,33,2,1,1,-9999,0.03,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-04-30,120,2018-05-06,126,32,32,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-05-07,127,2018-05-13,133,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-05-14,134,2018-05-20,140,33,33,2,1,1,-9999,0.03,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-05-21,141,2018-05-27,147,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-05-28,148,2018-06-03,154,33,33,2,1,1,-9999,0.03,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-06-11,162,2018-06-17,168,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-06-25,176,2018-07-01,182,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-07-09,190,2018-07-15,196,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-07-23,204,2018-07-29,210,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-08-06,218,2018-08-12,224,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-08-20,232,2018-08-26,238,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-09-03,246,2018-09-09,252,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-09-17,260,2018-09-23,266,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-10-01,274,2018-10-07,280,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-10-15,288,2018-10-21,294,33,33,2,13,13,-9999,0.39,0.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-10-29,302,2018-11-04,308,33,33,2,10,10,-9999,0.3,0.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2018,2018-11-12,316,2018-11-18,322,33,33,2,1,1,-9999,0.03,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-03-19,78,2019-03-25,84,33,33,2,32,32,-9999,0.97,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-03-26,85,2019-04-01,91,66,33,2,59,32,-9999,0.89,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-04-02,92,2019-04-08,98,66,33,2,64,32,-9999,0.97,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-04-16,106,2019-04-22,112,66,33,2,63,32,-9999,0.95,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-04-23,113,2019-04-29,119,66,33,2,63,32,-9999,0.95,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-04-30,120,2019-05-06,126,66,33,2,63,32,-9999,0.95,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-05-07,127,2019-05-13,133,36,33,2,35,32,-9999,0.97,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-05-14,134,2019-05-20,140,66,33,2,64,32,-9999,0.97,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-05-28,148,2019-06-03,154,66,33,2,65,33,-9999,0.98,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-06-04,155,2019-06-10,161,65,33,2,63,32,-9999,0.97,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-06-18,169,2019-06-24,175,33,33,2,27,27,-9999,0.82,0.82,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-06-25,176,2019-07-01,182,33,33,2,15,15,-9999,0.45,0.45,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-07-02,183,2019-07-08,189,33,33,2,1,1,-9999,0.03,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-07-09,190,2019-07-15,196,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-07-16,197,2019-07-22,203,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-07-23,204,2019-07-29,210,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-07-30,211,2019-08-05,217,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-08-06,218,2019-08-12,224,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-08-13,225,2019-08-19,231,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-08-20,232,2019-08-26,238,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-08-27,239,2019-09-02,245,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-09-03,246,2019-09-09,252,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,489,Leaves,Leaves (grasses),2019,2019-09-10,253,2019-09-16,259,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-03-19,78,2019-03-25,84,33,33,2,17,17,-9999,0.52,0.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-03-26,85,2019-04-01,91,66,33,2,12,11,-9999,0.18,0.33,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-04-02,92,2019-04-08,98,66,33,2,2,2,-9999,0.03,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-04-16,106,2019-04-22,112,66,33,2,1,1,-9999,0.02,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-04-23,113,2019-04-29,119,66,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-04-30,120,2019-05-06,126,65,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-05-07,127,2019-05-13,133,35,32,2,1,1,-9999,0.03,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-05-14,134,2019-05-20,140,66,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-05-28,148,2019-06-03,154,66,33,2,1,1,-9999,0.02,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-06-04,155,2019-06-10,161,65,33,2,1,1,-9999,0.02,0.03,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-06-18,169,2019-06-24,175,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-06-25,176,2019-07-01,182,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-07-02,183,2019-07-08,189,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-07-09,190,2019-07-15,196,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-07-16,197,2019-07-22,203,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-07-23,204,2019-07-29,210,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-07-30,211,2019-08-05,217,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-08-06,218,2019-08-12,224,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-08-13,225,2019-08-19,231,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-08-20,232,2019-08-26,238,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-08-27,239,2019-09-02,245,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-09-03,246,2019-09-09,252,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
133,tectorum,cheatgrass,Plantae,Graminoid,Invasive Plants,BRTE,40524,492,Leaves,Initial growth (grasses/sedges),2019,2019-09-10,253,2019-09-16,259,33,33,2,0,0,-9999,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
